location,year,run,fuel,transmission,owner,mileage,engine,power,seats,brand,model
Mumbai,2013,74000,Diesel,Manual,1,20.46,1461.0,b'58.16',5.0,Renault,60
Mumbai,2013,47234,Diesel,Manual,1,12.99,2494.0,b'58.16',8.0,Toyota,102
Delhi,2009,231673,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2016,10000,Petrol,Manual,1,24.07,998.0,b'58.16',5.0,Maruti,19
Kochi,2016,49389,Petrol,Manual,1,19.49,1198.0,b'58.16',5.0,Nissan,119
Chennai,2016,12000,Petrol,Automatic,2,23.1,998.0,b'58.16',5.0,Maruti,45
Hyderabad,2010,65000,Petrol,Manual,2,11.7,1796.0,b'58.16',5.0,Mercedes-Benz,125
Chennai,2013,177000,Diesel,Manual,1,23.5,1498.0,b'58.16',5.0,Ford,79
Jaipur,2015,89000,Petrol,Manual,1,17.01,1591.0,b'58.16',5.0,Hyundai,191
Chennai,2009,72000,Petrol,Automatic,3,15.0,1396.0,b'58.16',5.0,Hyundai,217
Chennai,2012,49000,Petrol,Manual,1,17.5,1298.0,b'58.16',5.0,Maruti,176
Hyderabad,2014,51355,Diesel,Automatic,1,14.84,2143.0,b'58.16',5.0,Mercedes-Benz,125
Kochi,2017,13460,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,69
Kochi,2014,35642,Petrol,Automatic,1,17.01,1591.0,b'58.16',5.0,Hyundai,191
Kochi,2014,52895,Diesel,Manual,1,17.3,1998.0,b'58.16',5.0,Chevrolet,58
Mumbai,2010,93000,Petrol,Manual,1,14.28,1798.0,b'58.16',5.0,Toyota,54
Pune,2011,70000,Petrol,Manual,1,19.0,998.0,b'58.16',5.0,Maruti,10
Kolkata,2012,32048,Diesel,Manual,1,23.08,1461.0,b'58.16',5.0,Nissan,119
Pune,2013,4700,Petrol,Manual,1,25.4,624.0,b'58.16',4.0,Tata,124
Delhi,2014,71800,Diesel,Manual,1,23.4,1248.0,b'58.16',5.0,Maruti,176
Ahmedabad,2016,45000,Diesel,Automatic,1,17.32,1968.0,b'58.16',5.0,Audi,142
Chennai,2016,15388,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Mumbai,2004,98798,Petrol,Manual,1,14.7,1599.0,b'58.16',5.0,Chevrolet,131
Hyderabad,2016,43000,Diesel,Automatic,1,14.16,1968.0,b'58.16',5.0,Audi,143
Hyderabad,2012,85112,Diesel,Manual,1,23.2,1248.0,b'58.16',5.0,Maruti,152
Kochi,2018,37804,Diesel,Manual,1,15.4,2179.0,b'58.16',7.0,Mahindra,168
Chennai,2014,45000,Diesel,Manual,1,28.09,1248.0,b'58.16',5.0,Maruti,46
Pune,2011,116000,Diesel,Manual,2,21.43,1364.0,b'58.16',5.0,Toyota,54
Chennai,2015,100073,Diesel,Manual,2,25.0,1396.0,b'58.16',5.0,Tata,100
Jaipur,2006,165000,Petrol,Manual,1,16.1,796.0,b'58.16',4.0,Maruti,8
Kolkata,2015,22000,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Delhi,2017,9500,Petrol,Automatic,1,14.62,1999.0,b'58.16',5.0,Hyundai,68
Hyderabad,2012,152000,Diesel,Automatic,1,11.5,2982.0,b'58.16',7.0,Toyota,83
Coimbatore,2019,17705,Petrol,Manual,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Mumbai,2016,12000,Petrol,Manual,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Hyderabad,2013,51000,Diesel,Automatic,1,23.8,1998.0,b'58.16',5.0,Mini,53
Chennai,2009,42000,Diesel,Automatic,2,13.0,2987.0,b'58.16',5.0,Mercedes-Benz,154
Delhi,2015,51000,Petrol,Manual,1,20.92,998.0,b'58.16',5.0,Maruti,19
Kochi,2017,42527,Petrol,Manual,1,20.4,1197.0,b'58.16',5.0,Maruti,176
Kolkata,2014,45000,Diesel,Manual,1,22.1,1248.0,b'58.16',5.0,Chevrolet,164
Kolkata,2011,70000,Diesel,Manual,1,12.8,2494.0,b'58.16',8.0,Toyota,102
Mumbai,2009,92000,Diesel,Manual,1,11.5,2982.0,b'58.16',7.0,Toyota,83
Hyderabad,2012,57156,Diesel,Automatic,2,18.88,1995.0,b'58.16',5.0,BMW,3
Coimbatore,2016,53211,Petrol,Manual,1,16.8,1395.0,b'58.16',5.0,Skoda,128
Kolkata,2019,80000,Diesel,Manual,1,11.5,2982.0,b'58.16',7.0,Toyota,83
Bangalore,2009,74000,Diesel,Automatic,1,15.5,1896.0,b'58.16',5.0,Volkswagen,105
Kolkata,2011,37000,Diesel,Manual,1,23.0,1396.0,b'58.16',5.0,Hyundai,217
Mumbai,2013,64000,Diesel,Manual,2,21.02,1248.0,b'58.16',5.0,Tata,118
Pune,2013,57197,Petrol,Manual,1,15.04,1598.0,b'58.16',5.0,Volkswagen,188
Chennai,2016,55000,Diesel,Automatic,1,17.6,1582.0,b'58.16',5.0,Hyundai,56
Mumbai,2014,33000,Petrol,Manual,1,21.1,1197.0,b'58.16',5.0,Maruti,152
Delhi,2008,70000,Petrol,Manual,1,13.1,1997.0,b'58.16',5.0,Honda,38
Delhi,2012,75000,Diesel,Manual,2,15.1,2179.0,b'58.16',7.0,Mahindra,208
Jaipur,2016,58095,Diesel,Manual,1,21.66,1498.0,b'58.16',5.0,Volkswagen,21
Kolkata,2015,7445,Petrol,Manual,1,17.57,1193.0,b'58.16',5.0,Tata,215
Kochi,2016,17652,Diesel,Automatic,1,12.9,2993.0,b'58.16',5.0,Jaguar,206
Kochi,2018,28321,Petrol,Automatic,1,14.28,1798.0,b'58.16',5.0,Toyota,54
Pune,2011,69000,Petrol,Manual,2,19.0,998.0,b'58.16',5.0,Maruti,10
Mumbai,2007,80000,Petrol,Automatic,1,11.1,2354.0,b'58.16',5.0,Honda,18
Delhi,2014,42365,Petrol,Manual,1,17.0,1197.0,b'58.16',5.0,Hyundai,217
Delhi,2013,123000,Diesel,Automatic,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Mumbai,2011,40000,Petrol,Automatic,2,11.74,1796.0,b'58.16',5.0,Mercedes-Benz,125
Hyderabad,2016,30112,Diesel,Manual,1,27.39,1248.0,b'58.16',5.0,Maruti,28
Kochi,2017,43775,Diesel,Manual,1,20.77,1248.0,b'58.16',7.0,Maruti,72
Kochi,2019,26013,Diesel,Automatic,1,12.65,2993.0,b'58.16',5.0,Land,153
Mumbai,2012,56000,Petrol,Manual,1,12.9,1598.0,b'58.16',5.0,Chevrolet,131
Hyderabad,2008,95000,Petrol,Automatic,2,12.9,1799.0,b'58.16',5.0,Honda,48
Coimbatore,2014,41089,Diesel,Automatic,1,16.09,1995.0,b'58.16',5.0,BMW,199
Mumbai,2011,41988,Diesel,Automatic,1,20.0,1968.0,b'58.16',5.0,Skoda,111
Delhi,2013,72486,Diesel,Manual,1,23.4,1248.0,b'58.16',5.0,Maruti,176
Pune,2013,92000,Diesel,Automatic,1,23.3,1984.0,b'58.16',5.0,Volvo,187
Delhi,2013,40000,Petrol,Manual,1,17.5,1298.0,b'58.16',5.0,Maruti,176
Bangalore,2014,56000,Diesel,Automatic,1,12.7,2179.0,b'58.16',5.0,Land,153
Mumbai,2008,125000,Petrol,Automatic,3,11.7,2354.0,b'58.16',5.0,Honda,18
Kochi,2017,29219,Diesel,Manual,1,12.99,2494.0,b'58.16',8.0,Toyota,102
Hyderabad,2018,39927,Diesel,Manual,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Kochi,2018,38593,Petrol,Manual,1,18.7,1199.0,b'58.16',5.0,Honda,103
Kolkata,2015,32000,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2017,28226,Diesel,Automatic,1,28.4,1248.0,b'58.16',5.0,Maruti,61
Pune,2014,95000,Diesel,Manual,1,21.64,1461.0,b'58.16',5.0,Nissan,174
Chennai,2014,194000,Diesel,Manual,1,12.99,2494.0,b'58.16',8.0,Toyota,102
Coimbatore,2016,14821,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Bangalore,2012,52000,Petrol,Manual,1,15.04,1598.0,b'58.16',5.0,Volkswagen,188
Mumbai,2016,33000,Diesel,Manual,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Chennai,2016,29200,Diesel,Manual,1,23.0,1498.0,b'58.16',5.0,Ford,65
Hyderabad,2012,99754,Diesel,Manual,1,17.72,1968.0,b'58.16',5.0,Skoda,212
Chennai,2012,49000,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Hyderabad,2005,299322,Diesel,Manual,1,12.8,2494.0,b'58.16',8.0,Toyota,102
Coimbatore,2018,38310,Diesel,Manual,1,20.65,1248.0,b'58.16',5.0,Tata,215
Delhi,2014,56000,Diesel,Manual,1,22.9,1248.0,b'58.16',5.0,Maruti,176
Kolkata,2017,31300,Diesel,Automatic,1,21.72,1498.0,b'58.16',5.0,Skoda,149
Coimbatore,2019,11241,Diesel,Manual,1,13.68,2393.0,b'58.16',8.0,Toyota,102
Pune,2014,48000,Petrol,Manual,2,17.01,1591.0,b'58.16',5.0,Hyundai,191
Coimbatore,2019,23882,Petrol,Manual,1,17.4,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2014,65000,Diesel,Manual,1,26.0,1498.0,b'58.16',5.0,Honda,47
Jaipur,2011,50000,Diesel,Manual,1,20.54,1598.0,b'58.16',5.0,Volkswagen,188
Chennai,2014,25000,Diesel,Automatic,1,12.19,2967.0,b'58.16',5.0,Audi,143
Chennai,2015,21000,Petrol,Manual,1,22.74,796.0,b'58.16',5.0,Maruti,19
Pune,2012,148000,Diesel,Manual,2,21.12,1248.0,b'58.16',5.0,Tata,118
Delhi,2016,68000,Petrol,Manual,1,15.29,1591.0,b'58.16',5.0,Hyundai,56
Bangalore,2014,52000,Diesel,Automatic,1,12.0,2987.0,b'58.16',7.0,Mercedes-Benz,87
Jaipur,2016,19000,Diesel,Manual,1,16.55,2498.0,b'58.16',6.0,Mahindra,182
Mumbai,2011,74000,Diesel,Manual,2,22.32,1582.0,b'58.16',5.0,Hyundai,191
Coimbatore,2017,30279,Diesel,Manual,1,26.1,1498.0,b'58.16',5.0,Ford,22
Mumbai,2016,20000,Diesel,Automatic,1,20.7,1496.0,b'58.16',4.0,Mini,53
Hyderabad,2013,34834,Petrol,Manual,1,14.0,796.0,b'58.16',5.0,Maruti,129
Pune,2015,90000,Diesel,Manual,2,21.03,1461.0,b'58.16',5.0,Mahindra,190
Coimbatore,2016,38730,Diesel,Automatic,1,14.21,2143.0,b'58.16',5.0,Mercedes-Benz,63
Kochi,2016,57390,Diesel,Manual,1,19.01,1461.0,b'58.16',5.0,Renault,60
Kolkata,2016,100000,Diesel,Manual,1,23.4,1248.0,b'58.16',5.0,Maruti,176
Kolkata,2011,50000,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Coimbatore,2017,64961,Diesel,Manual,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Coimbatore,2014,72465,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Hyderabad,2012,68776,Petrol,Manual,1,21.1,1197.0,b'58.16',5.0,Maruti,152
Pune,2005,150000,Petrol,Manual,1,14.7,1598.0,b'58.16',5.0,Chevrolet,131
Delhi,2012,68000,Diesel,Manual,1,12.8,2494.0,b'58.16',7.0,Toyota,102
Delhi,2015,33000,Diesel,Manual,1,26.0,1498.0,b'58.16',5.0,Honda,47
Coimbatore,2017,22389,Petrol,Manual,1,17.0,1198.0,b'58.16',5.0,Volkswagen,21
Mumbai,2012,90000,Diesel,Manual,1,21.5,1248.0,b'58.16',5.0,Maruti,162
Chennai,2012,42000,Petrol,Manual,3,18.6,1197.0,b'58.16',5.0,Maruti,176
Pune,2017,38767,Diesel,Manual,1,19.67,1582.0,b'58.16',5.0,Hyundai,56
Bangalore,2015,21000,Diesel,Automatic,1,12.07,2967.0,b'58.16',7.0,Audi,144
Coimbatore,2010,59136,Petrol,Manual,1,19.7,796.0,b'58.16',5.0,Maruti,19
Kolkata,2014,36000,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Chennai,2011,95000,Diesel,Automatic,2,18.33,1968.0,b'58.16',5.0,Volkswagen,135
Mumbai,2013,51000,Diesel,Automatic,1,19.5,1582.0,b'58.16',5.0,Hyundai,68
Kochi,2011,36411,Petrol,Manual,1,18.9,998.0,b'58.16',5.0,Maruti,196
Mumbai,2017,40000,Diesel,Automatic,1,12.81,1999.0,b'58.16',7.0,Land,153
Pune,2016,27300,Petrol,Manual,1,17.8,1497.0,b'58.16',5.0,Honda,47
Kochi,2011,29813,Petrol,Automatic,2,14.74,1991.0,b'58.16',5.0,Mercedes-Benz,125
Pune,2011,71000,Petrol,Manual,1,20.51,998.0,b'58.16',5.0,Maruti,196
Kolkata,2014,32000,Diesel,Manual,1,22.32,1582.0,b'58.16',5.0,Hyundai,191
Mumbai,2017,19234,CNG,Manual,1,17.5,1373.0,b'58.16',7.0,Maruti,72
Jaipur,2017,50510,Diesel,Automatic,1,17.06,1968.0,b'58.16',5.0,Volkswagen,185
Pune,2011,102000,Diesel,Automatic,1,15.06,1995.0,b'58.16',5.0,BMW,198
Kolkata,2014,42277,Diesel,Manual,1,24.0,1186.0,b'58.16',5.0,Hyundai,95
Mumbai,2014,46000,Diesel,Automatic,1,13.0,2143.0,b'58.16',5.0,Mercedes-Benz,63
Chennai,2012,35000,Diesel,Manual,1,13.6,2523.0,b'58.16',7.0,Mahindra,31
Bangalore,2015,50000,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Mumbai,2008,62000,Petrol,Manual,2,20.36,1197.0,b'58.16',5.0,Hyundai,216
Mumbai,2012,78000,Diesel,Manual,1,19.33,1968.0,b'58.16',5.0,Volkswagen,105
Chennai,2011,79000,Diesel,Manual,1,17.67,1968.0,b'58.16',5.0,Skoda,212
Kochi,2019,6773,Diesel,Automatic,1,14.75,2967.0,b'58.16',7.0,Audi,144
Chennai,2010,135000,Diesel,Manual,2,11.5,2982.0,b'58.16',7.0,Toyota,83
Kochi,2013,36716,Petrol,Manual,1,18.9,1061.0,b'58.16',5.0,Maruti,196
Coimbatore,2013,65060,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Delhi,2013,33000,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Kolkata,2015,11110,Petrol,Manual,1,22.74,796.0,b'58.16',5.0,Maruti,19
Jaipur,2013,63000,Diesel,Manual,1,15.96,2523.0,b'58.16',7.0,Mahindra,31
Mumbai,2015,27030,Petrol,Manual,1,17.8,1497.0,b'58.16',5.0,Honda,47
Mumbai,2015,19600,Petrol,Manual,1,15.0,1598.0,b'58.16',5.0,Skoda,149
Pune,2016,27755,Petrol,Manual,1,22.0,1197.0,b'58.16',5.0,Maruti,176
Hyderabad,2013,20000,Petrol,Manual,2,21.1,814.0,b'58.16',5.0,Hyundai,64
Kochi,2015,24782,Petrol,Manual,1,20.85,1197.0,b'58.16',5.0,Maruti,176
Coimbatore,2014,47303,Petrol,Automatic,1,19.34,1198.0,b'58.16',5.0,Nissan,119
Delhi,2008,71000,Petrol,Automatic,1,8.3,4134.0,b'58.16',7.0,Audi,144
Pune,2010,135000,Diesel,Manual,1,17.8,1248.0,b'58.16',5.0,Maruti,176
Jaipur,2017,1000,Diesel,Manual,1,13.49,2179.0,b'58.16',5.0,Tata,210
Kolkata,2016,29000,Diesel,Manual,1,20.14,1498.0,b'58.16',5.0,Volkswagen,138
Kochi,2016,36367,Petrol,Manual,1,17.8,1497.0,b'58.16',5.0,Honda,47
Bangalore,2015,38000,Petrol,Manual,1,17.4,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2011,83969,Petrol,Manual,1,16.1,796.0,b'58.16',4.0,Maruti,8
Jaipur,2014,82621,Diesel,Manual,1,20.14,1498.0,b'58.16',5.0,Volkswagen,138
Pune,2009,89000,Diesel,Automatic,1,12.5,1991.0,b'58.16',7.0,Chevrolet,40
Kolkata,2016,54000,Diesel,Manual,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Kochi,2015,61691,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Chennai,2011,32200,Petrol,Manual,2,17.0,1197.0,b'58.16',5.0,Hyundai,217
Jaipur,2016,68630,Petrol,Automatic,1,20.51,998.0,b'58.16',5.0,Maruti,196
Mumbai,2014,61000,Diesel,Automatic,2,16.96,1968.0,b'58.16',5.0,Volkswagen,105
Mumbai,2018,32644,Petrol,Manual,1,20.73,1373.0,b'58.16',5.0,Maruti,46
Delhi,2012,85000,Diesel,Automatic,1,11.79,2179.0,b'58.16',7.0,Mahindra,168
Mumbai,2008,75000,Petrol,Manual,2,15.26,1150.0,b'58.16',5.0,Chevrolet,23
Kochi,2016,40347,Petrol,Manual,1,20.73,1373.0,b'58.16',5.0,Maruti,46
Hyderabad,2012,60788,Diesel,Manual,1,23.0,1396.0,b'58.16',5.0,Hyundai,217
Kochi,2018,18664,Petrol,Manual,1,18.7,1199.0,b'58.16',5.0,Honda,103
Coimbatore,2017,57847,Diesel,Manual,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Bangalore,2012,52237,Petrol,Manual,1,17.0,1197.0,b'58.16',5.0,Hyundai,217
Chennai,2012,128000,Diesel,Manual,1,22.32,1582.0,b'58.16',5.0,Hyundai,191
Delhi,2011,54000,Petrol,Manual,1,19.81,1086.0,b'58.16',5.0,Hyundai,216
Bangalore,2014,49800,Petrol,Automatic,1,23.1,998.0,b'58.16',5.0,Maruti,45
Kolkata,2012,98000,Diesel,Manual,1,20.86,1199.0,b'58.16',5.0,Skoda,78
Delhi,2015,60095,Diesel,Manual,1,25.2,1248.0,b'58.16',5.0,Maruti,176
Pune,2008,68000,Petrol,Manual,2,16.0,1086.0,b'58.16',5.0,Hyundai,216
Jaipur,2010,81402,Petrol,Manual,2,20.36,1197.0,b'58.16',5.0,Hyundai,216
Mumbai,2013,38000,Petrol,Automatic,1,16.5,1499.0,b'58.16',5.0,Ford,66
Kochi,2011,92239,Diesel,Automatic,2,11.5,2987.0,b'58.16',5.0,Mercedes-Benz,63
Ahmedabad,2017,49224,Diesel,Manual,1,25.2,1248.0,b'58.16',5.0,Maruti,176
Jaipur,2004,12000,Petrol,Manual,2,16.1,796.0,b'58.16',4.0,Maruti,8
Pune,2010,54898,Petrol,Manual,3,16.1,1298.0,b'58.16',5.0,Maruti,176
Mumbai,2018,2500,Petrol,Manual,1,15.29,1591.0,b'58.16',5.0,Hyundai,56
Kochi,2017,32838,Diesel,Automatic,1,17.05,1995.0,b'58.16',5.0,BMW,198
Hyderabad,2006,27076,Petrol,Manual,1,13.8,1299.0,b'58.16',5.0,Ford,99
Kochi,2017,75445,Diesel,Manual,1,22.7,1498.0,b'58.16',5.0,Ford,66
Kochi,2015,46601,Petrol,Manual,1,20.73,1373.0,b'58.16',5.0,Maruti,46
Kolkata,2012,72000,Diesel,Automatic,1,18.33,1968.0,b'58.16',5.0,Volkswagen,135
Pune,2017,27000,Diesel,Manual,1,27.3,1498.0,b'58.16',5.0,Honda,103
Coimbatore,2016,68193,Diesel,Automatic,1,17.11,1968.0,b'58.16',5.0,Audi,12
Kochi,2017,34429,Diesel,Manual,1,24.0,1120.0,b'58.16',5.0,Hyundai,95
Delhi,2013,46000,Diesel,Automatic,1,12.0,2987.0,b'58.16',7.0,Mercedes-Benz,87
Coimbatore,2013,80544,Diesel,Manual,1,12.99,2494.0,b'58.16',7.0,Toyota,102
Jaipur,2011,42000,Petrol,Manual,2,16.95,1498.0,b'58.16',5.0,Nissan,174
Bangalore,2011,94821,Diesel,Automatic,2,20.0,1968.0,b'58.16',5.0,Skoda,111
Jaipur,2006,100000,Petrol,Manual,1,14.49,1399.0,b'58.16',5.0,Chevrolet,23
Mumbai,2014,57000,Diesel,Manual,1,24.2,1498.0,b'58.16',7.0,Honda,120
Hyderabad,2010,79894,Diesel,Manual,1,21.1,1248.0,b'58.16',5.0,Maruti,152
Coimbatore,2011,44748,Petrol,Manual,2,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Mumbai,2013,31000,Petrol,Manual,1,13.24,1598.0,b'58.16',5.0,Nissan,181
Coimbatore,2013,60587,Petrol,Automatic,2,16.98,998.0,b'58.16',5.0,Maruti,10
Pune,2011,32000,Diesel,Manual,1,23.59,1364.0,b'58.16',5.0,Toyota,75
Pune,2014,43772,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Coimbatore,2017,23576,Petrol,Automatic,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Hyderabad,2017,4000,Diesel,Automatic,1,13.6,1999.0,b'58.16',5.0,Jaguar,204
Kolkata,2012,62000,Diesel,Manual,1,12.05,2179.0,b'58.16',8.0,Mahindra,168
Mumbai,2011,36000,Petrol,Automatic,1,11.74,1796.0,b'58.16',5.0,Mercedes-Benz,125
Delhi,2014,80000,Petrol,Automatic,1,13.7,1798.0,b'58.16',5.0,Skoda,175
Pune,2012,137008,Diesel,Automatic,1,18.1,1991.0,b'58.16',4.0,Chevrolet,58
Delhi,2010,61001,Diesel,Manual,1,12.05,2179.0,b'58.16',8.0,Mahindra,168
Coimbatore,2015,52191,Petrol,Manual,1,17.1,1591.0,b'58.16',5.0,Hyundai,191
Hyderabad,2016,77076,Diesel,Manual,1,23.0,1396.0,b'58.16',5.0,Hyundai,217
Hyderabad,2008,56000,Petrol,Automatic,1,16.4,1497.0,b'58.16',5.0,Honda,47
Kolkata,2013,21000,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Delhi,2013,89429,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Delhi,2012,45631,Petrol,Manual,2,22.5,998.0,b'58.16',5.0,Maruti,196
Jaipur,2013,53959,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Kochi,2014,55804,Petrol,Manual,1,17.0,1197.0,b'58.16',5.0,Hyundai,217
Kochi,2016,25899,Petrol,Manual,1,15.04,1598.0,b'58.16',5.0,Volkswagen,188
Pune,2008,82000,Diesel,Manual,2,18.7,1896.0,b'58.16',5.0,Skoda,128
Mumbai,2014,52000,Diesel,Automatic,1,13.0,2143.0,b'58.16',5.0,Mercedes-Benz,63
Pune,2013,20000,Petrol,Manual,1,13.24,1598.0,b'58.16',5.0,Renault,60
Hyderabad,2017,31829,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Coimbatore,2016,18094,Petrol,Manual,2,18.6,1197.0,b'58.16',5.0,Maruti,176
Jaipur,2011,80000,Diesel,Manual,2,19.5,1461.0,b'58.16',5.0,Nissan,119
Mumbai,2015,11964,Diesel,Automatic,1,13.22,2967.0,b'58.16',5.0,Audi,143
Coimbatore,2018,22684,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Bangalore,2014,43521,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Kochi,2014,49386,Petrol,Manual,1,17.5,1298.0,b'58.16',5.0,Maruti,176
Delhi,2017,12248,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Coimbatore,2014,67771,Diesel,Manual,1,11.68,2498.0,b'58.16',8.0,Mahindra,211
Delhi,2015,60007,Petrol,Automatic,1,17.21,1798.0,b'58.16',4.0,Volkswagen,138
Coimbatore,2011,48624,Petrol,Manual,1,24.07,998.0,b'58.16',5.0,Maruti,19
Kolkata,2014,30000,Diesel,Manual,1,22.07,1199.0,b'58.16',5.0,Volkswagen,138
Delhi,2016,81605,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Coimbatore,2017,32642,Diesel,Automatic,1,14.84,2143.0,b'58.16',5.0,Mercedes-Benz,125
Pune,2014,34200,Petrol,Automatic,1,15.74,1591.0,b'58.16',5.0,Hyundai,191
Chennai,2010,72204,Petrol,Manual,1,15.7,1172.0,b'58.16',5.0,Fiat,141
Pune,2011,156347,Diesel,Manual,2,12.99,2494.0,b'58.16',8.0,Toyota,102
Kochi,2017,47357,Diesel,Automatic,1,18.49,1493.0,b'58.16',7.0,Mahindra,178
Coimbatore,2015,61738,Diesel,Manual,1,20.14,1498.0,b'58.16',5.0,Volkswagen,138
Kochi,2018,32586,Diesel,Automatic,1,22.48,1995.0,b'58.16',5.0,BMW,5
Coimbatore,2018,40129,Diesel,Automatic,1,11.57,2987.0,b'58.16',5.0,Mercedes-Benz,90
Mumbai,2012,51000,Diesel,Automatic,1,11.74,2987.0,b'58.16',5.0,Mercedes-Benz,115
Kochi,2018,10393,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Mumbai,2011,46000,Petrol,Automatic,1,13.7,1798.0,b'58.16',5.0,Skoda,175
Chennai,2013,21000,Petrol,Automatic,1,16.95,1197.0,b'58.16',5.0,Hyundai,216
Hyderabad,2011,113562,Diesel,Manual,1,23.0,1396.0,b'58.16',5.0,Hyundai,217
Mumbai,2011,100010,Diesel,Manual,2,12.05,2179.0,b'58.16',8.0,Mahindra,168
Mumbai,2013,63107,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Jaipur,2017,58500,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Pune,2007,90000,Diesel,Manual,4,10.9,2499.0,b'58.16',7.0,Ford,70
Chennai,2011,108242,Diesel,Manual,1,16.8,1493.0,b'58.16',5.0,Hyundai,191
Pune,2011,146300,Diesel,Manual,1,11.5,2982.0,b'58.16',7.0,Toyota,83
Pune,2011,62943,Diesel,Automatic,2,17.05,1995.0,b'58.16',5.0,BMW,198
Delhi,2013,65000,Diesel,Automatic,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Pune,2018,1700,Petrol,Automatic,1,19.0,1199.0,b'58.16',5.0,Honda,20
Kochi,2013,34697,Petrol,Manual,1,19.81,1086.0,b'58.16',5.0,Hyundai,216
Hyderabad,2012,58000,Petrol,Manual,1,17.0,1197.0,b'58.16',5.0,Hyundai,217
Mumbai,2015,32500,Diesel,Automatic,1,19.59,1995.0,b'58.16',5.0,BMW,3
Coimbatore,2016,58661,Diesel,Automatic,1,15.17,1968.0,b'58.16',5.0,Audi,142
Kochi,2017,37124,Petrol,Manual,1,20.4,1197.0,b'58.16',5.0,Maruti,176
Delhi,2017,44000,Petrol,Automatic,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Kolkata,2005,45200,Petrol,Manual,1,13.2,1495.0,b'58.16',5.0,Hyundai,17
Mumbai,2016,11000,Petrol,Manual,1,18.5,1197.0,b'58.16',5.0,Maruti,152
Pune,2011,65000,Petrol,Manual,2,26.0,624.0,b'58.16',4.0,Tata,124
Ahmedabad,2012,55005,Diesel,Manual,1,20.0,1399.0,b'58.16',5.0,Ford,80
Hyderabad,2011,81650,Diesel,Automatic,1,18.33,1968.0,b'58.16',5.0,Volkswagen,135
Chennai,2010,160000,Diesel,Manual,2,19.0,1248.0,b'58.16',5.0,Fiat,112
Hyderabad,2015,169000,Diesel,Manual,1,14.95,2489.0,b'58.16',7.0,Mahindra,211
Hyderabad,2013,67263,Petrol,Manual,1,18.9,998.0,b'58.16',5.0,Maruti,196
Kochi,2012,44223,Petrol,Manual,1,17.6,1496.0,b'58.16',5.0,Toyota,75
Coimbatore,2015,36840,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Pune,2014,160000,Diesel,Manual,1,12.99,2494.0,b'58.16',8.0,Toyota,102
Kolkata,2008,133000,Diesel,Manual,1,16.8,1405.0,b'58.16',5.0,Tata,100
Mumbai,2015,69123,Diesel,Automatic,1,18.88,1995.0,b'58.16',5.0,BMW,3
